"thisdir"	"thisf"	"uuid"	"device"	"date"	"config_scenario"	"config_profile"	"subject_id"	"session_number"	"session_started_at"	"session_ended_at"	"trial_number_session"	"trial_started_at"	"repetition"	"level_number"	"level_name"	"level_background"	"stage_number"	"objects_count"	"object1_name"	"object1_touch_diff_time"	"object2_name"	"object2_touch_diff_time"	"object3_name"	"object3_touch_diff_time"	"object4_name"	"object4_touch_diff_time"	"mandy_touch_diff_time"	"object_asked"	"object_asked_position"	"object_touched"	"object_touched_position"	"object_touched_at"	"stage_end"	"correct"	"feedback"
"cayetano"	"app_session_030A2B44063E4983B9C4B3ECAA200808.csv"	"030A2B44063E4983B9C4B3ECAA200808"	"Unknown"	"2016-04-28"	NA	"Espanol_Grupo2_imp"	854	1	"2016-04-28T14:05:41.000Z"	"2016-04-28T14:16:31.000Z"	1	"2016-04-28T14:05:42.849Z"	1	1	"entrenamiento"	"countryside"	1	2	"nariz_imp"	NA	"oreja_imp"	NA	NA	NA	NA	NA	2395	"oreja_imp"	"CENTER_RIGHT"	"nariz_imp"	"CENTER_LEFT"	17835	"touch_object"	0	1
"cayetano"	"app_session_030A2B44063E4983B9C4B3ECAA200808.csv"	"030A2B44063E4983B9C4B3ECAA200808"	"Unknown"	"2016-04-28"	NA	"Espanol_Grupo2_imp"	854	1	"2016-04-28T14:05:41.000Z"	"2016-04-28T14:16:31.000Z"	2	"2016-04-28T14:06:10.780Z"	0	1	"entrenamiento"	"countryside"	1	2	"nariz_imp"	NA	"oreja_imp"	NA	NA	NA	NA	NA	190	"oreja_imp"	"CENTER_RIGHT"	"oreja_imp"	"CENTER_RIGHT"	6119	"touch_object"	1	1
"cayetano"	"app_session_030A2B44063E4983B9C4B3ECAA200808.csv"	"030A2B44063E4983B9C4B3ECAA200808"	"Unknown"	"2016-04-28"	NA	"Espanol_Grupo2_imp"	854	1	"2016-04-28T14:05:41.000Z"	"2016-04-28T14:16:31.000Z"	3	"2016-04-28T14:06:24.596Z"	0	1	"entrenamiento"	"countryside"	2	2	"amarillo_imp"	NA	"verde_imp"	NA	NA	NA	NA	NA	2555	"amarillo_imp"	"CENTER_LEFT"	"amarillo_imp"	"CENTER_LEFT"	17211	"touch_object"	1	1
"cayetano"	"app_session_030A2B44063E4983B9C4B3ECAA200808.csv"	"030A2B44063E4983B9C4B3ECAA200808"	"Unknown"	"2016-04-28"	NA	"Espanol_Grupo2_imp"	854	1	"2016-04-28T14:05:41.000Z"	"2016-04-28T14:16:31.000Z"	4	"2016-04-28T14:06:51.696Z"	0	1	"entrenamiento"	"countryside"	3	2	"sonreir_imp"	NA	"correr_imp"	NA	NA	NA	NA	NA	3027	"correr_imp"	"CENTER_RIGHT"	"correr_imp"	"CENTER_RIGHT"	6749	"touch_object"	1	1
"cayetano"	"app_session_030A2B44063E4983B9C4B3ECAA200808.csv"	"030A2B44063E4983B9C4B3ECAA200808"	"Unknown"	"2016-04-28"	NA	"Espanol_Grupo2_imp"	854	1	"2016-04-28T14:05:41.000Z"	"2016-04-28T14:16:31.000Z"	5	"2016-04-28T14:07:08.812Z"	0	1	"entrenamiento"	"countryside"	4	2	"abrir_imp"	NA	"tirar_imp"	NA	NA	NA	NA	NA	571	"abrir_imp"	"CENTER_LEFT"	"abrir_imp"	"CENTER_LEFT"	3435	"touch_object"	1	1
"cayetano"	"app_session_030A2B44063E4983B9C4B3ECAA200808.csv"	"030A2B44063E4983B9C4B3ECAA200808"	"Unknown"	"2016-04-28"	NA	"Espanol_Grupo2_imp"	854	1	"2016-04-28T14:05:41.000Z"	"2016-04-28T14:16:31.000Z"	6	"2016-04-28T14:07:23.162Z"	0	2	"block1"	"beach"	1	2	"boton_imp"	NA	"pez_imp"	NA	NA	NA	NA	NA	504	"boton_imp"	"CENTER_LEFT"	"boton_imp"	"CENTER_LEFT"	2532	"touch_object"	1	1
"cayetano"	"app_session_030A2B44063E4983B9C4B3ECAA200808.csv"	"030A2B44063E4983B9C4B3ECAA200808"	"Unknown"	"2016-04-28"	NA	"Espanol_Grupo2_imp"	854	1	"2016-04-28T14:05:41.000Z"	"2016-04-28T14:16:31.000Z"	7	"2016-04-28T14:07:33.646Z"	0	2	"block1"	"beach"	2	2	"barrer_imp"	NA	"clavar_imp"	NA	NA	NA	NA	NA	343	"barrer_imp"	"CENTER_LEFT"	"barrer_imp"	"CENTER_LEFT"	2458	"touch_object"	1	1
"cayetano"	"app_session_030A2B44063E4983B9C4B3ECAA200808.csv"	"030A2B44063E4983B9C4B3ECAA200808"	"Unknown"	"2016-04-28"	NA	"Espanol_Grupo2_imp"	854	1	"2016-04-28T14:05:41.000Z"	"2016-04-28T14:16:31.000Z"	8	"2016-04-28T14:07:43.796Z"	0	2	"block1"	"beach"	3	2	"lavar_imp"	NA	"comer_imp"	NA	NA	NA	NA	NA	82	"comer_imp"	"CENTER_RIGHT"	"lavar_imp"	"CENTER_LEFT"	3840	"touch_object"	0	1
"cayetano"	"app_session_030A2B44063E4983B9C4B3ECAA200808.csv"	"030A2B44063E4983B9C4B3ECAA200808"	"Unknown"	"2016-04-28"	NA	"Espanol_Grupo2_imp"	854	1	"2016-04-28T14:05:41.000Z"	"2016-04-28T14:16:31.000Z"	9	"2016-04-28T14:07:55.046Z"	0	2	"block1"	"beach"	4	2	"pescar_imp"	NA	"nadar_imp"	NA	NA	NA	NA	NA	1116	"nadar_imp"	"CENTER_RIGHT"	"pescar_imp"	"CENTER_LEFT"	2969	"touch_object"	0	1
"cayetano"	"app_session_030A2B44063E4983B9C4B3ECAA200808.csv"	"030A2B44063E4983B9C4B3ECAA200808"	"Unknown"	"2016-04-28"	NA	"Espanol_Grupo2_imp"	854	1	"2016-04-28T14:05:41.000Z"	"2016-04-28T14:16:31.000Z"	10	"2016-04-28T14:08:06.462Z"	0	2	"block1"	"beach"	5	2	"tortuga_imp"	NA	"mariposa_imp"	NA	NA	NA	NA	NA	6892	"tortuga_imp"	"CENTER_LEFT"	"tortuga_imp"	"CENTER_LEFT"	2427	"touch_object"	1	1
"cayetano"	"app_session_030A2B44063E4983B9C4B3ECAA200808.csv"	"030A2B44063E4983B9C4B3ECAA200808"	"Unknown"	"2016-04-28"	NA	"Espanol_Grupo2_imp"	854	1	"2016-04-28T14:05:41.000Z"	"2016-04-28T14:16:31.000Z"	11	"2016-04-28T14:08:23.096Z"	0	2	"block1"	"beach"	6	2	"oscuro_imp"	NA	"redondo_imp"	NA	NA	NA	NA	NA	2091	"redondo_imp"	"CENTER_RIGHT"	"oscuro_imp"	"CENTER_LEFT"	3730	"touch_object"	0	1
"cayetano"	"app_session_030A2B44063E4983B9C4B3ECAA200808.csv"	"030A2B44063E4983B9C4B3ECAA200808"	"Unknown"	"2016-04-28"	NA	"Espanol_Grupo2_imp"	854	1	"2016-04-28T14:05:41.000Z"	"2016-04-28T14:16:31.000Z"	12	"2016-04-28T14:08:36.203Z"	0	2	"block1"	"beach"	7	2	"pinguino_imp"	NA	"canguro_imp"	NA	NA	NA	NA	NA	1466	"pinguino_imp"	"CENTER_LEFT"	"pinguino_imp"	"CENTER_LEFT"	2394	"touch_object"	1	1
"cayetano"	"app_session_030A2B44063E4983B9C4B3ECAA200808.csv"	"030A2B44063E4983B9C4B3ECAA200808"	"Unknown"	"2016-04-28"	NA	"Espanol_Grupo2_imp"	854	1	"2016-04-28T14:05:41.000Z"	"2016-04-28T14:16:31.000Z"	13	"2016-04-28T14:08:47.419Z"	0	2	"block1"	"beach"	8	2	"lleno_imp"	NA	"alto_imp"	NA	NA	NA	NA	NA	734	"lleno_imp"	"CENTER_LEFT"	"lleno_imp"	"CENTER_LEFT"	1404	"touch_object"	1	1
"cayetano"	"app_session_030A2B44063E4983B9C4B3ECAA200808.csv"	"030A2B44063E4983B9C4B3ECAA200808"	"Unknown"	"2016-04-28"	NA	"Espanol_Grupo2_imp"	854	1	"2016-04-28T14:05:41.000Z"	"2016-04-28T14:16:31.000Z"	14	"2016-04-28T14:08:56.902Z"	0	2	"block1"	"beach"	9	2	"inflar_imp"	NA	"atajar_imp"	NA	NA	NA	NA	NA	931	"atajar_imp"	"CENTER_RIGHT"	"inflar_imp"	"CENTER_LEFT"	5798	"touch_object"	0	1
"cayetano"	"app_session_030A2B44063E4983B9C4B3ECAA200808.csv"	"030A2B44063E4983B9C4B3ECAA200808"	"Unknown"	"2016-04-28"	NA	"Espanol_Grupo2_imp"	854	1	"2016-04-28T14:05:41.000Z"	"2016-04-28T14:16:31.000Z"	15	"2016-04-28T14:09:10.953Z"	0	2	"block1"	"beach"	10	2	"colectivo_imp"	NA	"avion_imp"	NA	NA	NA	NA	NA	2758	"colectivo_imp"	"CENTER_LEFT"	"colectivo_imp"	"CENTER_LEFT"	2242	"touch_object"	1	1
